Product ID,Category,Sub Category,Color,Sizes,Production Cost
1860,Masculine,T-shirts and Polos,BLUE,M|L|XL|XXL,9.4
1861,Masculine,Shirts,,M|L|XL|XXL,12.43
1862,Masculine,Pants and Jeans,,38|40|42|44,7.96
1863,Masculine,Suits,,M|L|XL|XXL,38.44
1864,Masculine,Sportswear,,M|L|XL|XXL,17.88
1865,Masculine,Blazers,,M|L|XL|XXL,8.13
1866,Masculine,Accessories,,,1.26
1867,Children,Baby (0-12 months),TURQUOISE,P|M|G,9.04
1868,Children,"Girl and Boy (1-5 years, 6-14 years)",SILVER,P|M|G,8.42
1869,Children,Coats,SILVER,P|M|G,9.81
1870,Children,Sweaters,,P|M|G,11.2
1871,Children,Pajamas-2,,P|M|G,7.51
1872,Children,Accessories,,,3.26
1873,Feminine,Coats and Blazers,BURGUNDY,S|M|L|XL,24.96
1874,Feminine,Sweaters and Knitwear,GOLD,S|M|L|XL,29.07
1875,Feminine,Dresses and Jumpsuits,WHITE,S|M|L|XL,10.43
1876,Feminine,Shirts and Blouses,,S|M|L|XL,10.05
1877,Feminine,T-shirts and Tops,,S|M|L|XL,1.52
1878,Feminine,Pants and Jeans,,36|38|40|42|44|46,23.46
1879,Feminine,Skirts and Shorts,,S|M|L|XL,9.08
1880,Feminine,Suits and Sets,,S|M|L|XL,67.9
1881,Feminine,Sportswear,,S|M|L|XL,19.32
1882,Feminine,Pajamas,,S|M|L|XL,6.66
1883,Feminine,Accessories,,,13.03
1884,Masculine,Coats and Blazers,,M|L|XL|XXL,12.32
1885,Masculine,Sweaters and Sweatshirts,LILAC,M|L|XL|XXL,25.16
1886,Masculine,T-shirts and Polos,,M|L|XL|XXL,10.18
1887,Masculine,Shirts,,M|L|XL|XXL,5.72
1888,Masculine,Pants and Jeans,,38|40|42|44|46|48,18.95
1889,Masculine,Suits,,M|L|XL|XXL,61.57
1890,Masculine,Sportswear,,M|L|XL|XXL,11.47
1891,Masculine,Blazers,,M|L|XL|XXL,8.4
1892,Masculine,Accessories,,,6.38
1893,Children,Baby (0-12 months),SILVER,P|M|G,12.4
1894,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G,15.1
1895,Children,Coats,LILAC,P|M|G,14.12
1896,Children,Sweaters,,P|M|G,23.39
1897,Children,Pajamas-2,,P|M|G,4.27
1898,Children,Accessories,,,5.03
1899,Feminine,Coats and Blazers,RED,S|M|L|XL,27.76
1900,Feminine,Sweaters and Knitwear,,S|M|L|XL,17.95
1901,Feminine,Dresses and Jumpsuits,WHITE,S|M|L|XL,5.96
1902,Feminine,Shirts and Blouses,,S|M|L|XL,19.47
1903,Feminine,T-shirts and Tops,,S|M|L|XL,14.13
1904,Feminine,Pants and Jeans,,36|38|40|42|44|46,12.37
1905,Feminine,Skirts and Shorts,,S|M|L|XL,3.36
1906,Feminine,Suits and Sets,,S|M|L|XL,22.83
1907,Feminine,Sportswear,,S|M|L|XL,14.3
1908,Feminine,Pajamas,,S|M|L|XL,8.44
1909,Feminine,Accessories,,,3.58
1910,Masculine,Coats and Blazers,,M|L|XL|XXL,36.19
1911,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,4.74
1912,Masculine,T-shirts and Polos,GREEN,M|L|XL|XXL,10.79
1913,Masculine,Shirts,,M|L|XL|XXL,11.36
1914,Masculine,Pants and Jeans,,38|40|42|44|46|48,11.85
1915,Masculine,Suits,,M|L|XL|XXL,29.27
1916,Masculine,Sportswear,,M|L|XL|XXL,13.3
1917,Masculine,Blazers,,M|L|XL|XXL,8.26
1918,Masculine,Accessories,,,2.75
1919,Children,Baby (0-12 months),,P|M|G,6.27
1920,Children,"Girl and Boy (1-5 years, 6-14 years)",RED,P|M|G|GG,7.31
1921,Children,Coats,LILAC,P|M|G,21.84
1922,Children,Sweaters,,P|M|G,7.15
1923,Children,Pajamas-2,,P|M|G,10.75
1924,Children,Accessories,,,4.09
1925,Feminine,Coats and Blazers,,S|M|L|XL,33.09
1926,Feminine,Sweaters and Knitwear,YELLOW,S|M|L|XL,9.72
1927,Feminine,Dresses and Jumpsuits,WHITE,S|M|L|XL,19.87
1928,Feminine,Shirts and Blouses,,S|M|L|XL,8.21
1929,Feminine,T-shirts and Tops,,S|M|L|XL,11.72
1930,Feminine,Pants and Jeans,,36|38|40|42|44|46,15.41
1931,Feminine,Skirts and Shorts,,S|M|L|XL,7.11
1932,Feminine,Suits and Sets,,S|M|L,59.08
1933,Feminine,Sportswear,,S|M|L|XL,5.34
1934,Feminine,Pajamas,,S|M|L|XL,11.42
1935,Feminine,Accessories,,,1.54
1936,Masculine,Coats and Blazers,YELLOW,M|L|XL|XXL,39.62
1937,Masculine,Sweaters and Sweatshirts,BEIGE,M|L|XL|XXL,10.13
1938,Masculine,T-shirts and Polos,TURQUOISE,M|L|XL|XXL,5.9
1939,Masculine,Shirts,,M|L|XL,7
1940,Masculine,Pants and Jeans,,38|40|42|44|46|48,20.25
1941,Masculine,Suits,,M|L|XL|XXL,76.15
1942,Masculine,Sportswear,,M|L|XL|XXL,19.14
1943,Masculine,Blazers,,M|L|XL|XXL,18.12
1944,Masculine,Accessories,,,2.46
1945,Children,Baby (0-12 months),GREEN,P|M|G,4.3
1946,Children,"Girl and Boy (1-5 years, 6-14 years)",SILVER,P|M|G|GG,34.85
1947,Children,Coats,TURQUOISE,P|M|G,19.92
1948,Children,Sweaters,,P|M|G,9.58
1949,Children,Pajamas-2,,P|M|G,12.12
1950,Children,Accessories,,,9.81
1951,Feminine,Coats and Blazers,LILAC,S|M|L|XL,19.67
1952,Feminine,Sweaters and Knitwear,MUSTARD,S|M|L|XL,10.08
1953,Feminine,Dresses and Jumpsuits,YELLOW,S|M|L,21.06
1954,Feminine,Shirts and Blouses,,S|M|L|XL,11.36
1955,Feminine,T-shirts and Tops,,S|M|L|XL,6.8
1956,Feminine,Pants and Jeans,,36|38|40|42|44|46,54.44
1957,Feminine,Skirts and Shorts,,S|M|L|XL,11.64
1958,Feminine,Suits and Sets,,S|M|L|XL,13.5
1959,Feminine,Sportswear,,S|M|L|XL,24.4
1960,Feminine,Pajamas,,S|M|L|XL,5.24
1961,Feminine,Accessories,,,2.6
1962,Masculine,Coats and Blazers,BLUE,M|L|XL|XXL,16.95
1963,Masculine,Sweaters and Sweatshirts,LILAC,M|L|XL|XXL,15.34
1964,Masculine,T-shirts and Polos,YELLOW,M|L|XL|XXL,10.23
1965,Masculine,Shirts,,M|L|XL|XXL,7.14
1966,Masculine,Pants and Jeans,,38|40|42|44|46|48,19.59
1967,Masculine,Suits,,M|L|XL|XXL,70.11
1968,Masculine,Sportswear,,M|L|XL|XXL,28.73
1969,Masculine,Blazers,,M|L|XL|XXL,7.31
1970,Masculine,Accessories,,,3.75
1971,Children,Baby (0-12 months),PINK,P|M|G,9.4
1972,Children,"Girl and Boy (1-5 years, 6-14 years)",NEUTRAL,P|M|G|GG,13.1
1973,Children,Coats,,P|M|G,16.94
1974,Children,Sweaters,,P|M|G,16.61
1975,Children,Pajamas-2,,P|M|G,12.5
1976,Children,Accessories,,,5.86
1977,Feminine,Coats and Blazers,WHITE,S|M|L|XL,24.17
1978,Feminine,Sweaters and Knitwear,,S|M|L|XL,15.18
1979,Feminine,Dresses and Jumpsuits,SILVER,S|M|L|XL,38.63
1980,Feminine,Shirts and Blouses,,S|M|L|XL,3.35
1981,Feminine,T-shirts and Tops,,S|M|L|XL,19.01
1982,Feminine,Pants and Jeans,,36|38|40|42|44|46,28.48
1983,Feminine,Skirts and Shorts,,S|M|L|XL,5.23
1984,Feminine,Suits and Sets,,S|M|L|XL,74.71
1985,Feminine,Sportswear,,S|M|L|XL,7.12
1986,Feminine,Pajamas,,S|M|L|XL,15.23
1987,Feminine,Accessories,,,10.48
1988,Masculine,Coats and Blazers,BLACK,M|L|XL|XXL,18.67
1989,Masculine,Sweaters and Sweatshirts,NEUTRAL,M|L|XL|XXL,13.36
1990,Masculine,T-shirts and Polos,GREEN,M|L|XL|XXL,25.2
1991,Masculine,Shirts,,M|L|XL|XXL,11.45
1992,Masculine,Pants and Jeans,,38|40|42|44|46|48,6.22
1993,Masculine,Suits,,M|L|XL|XXL,11.1
1994,Masculine,Sportswear,,M|L|XL|XXL,8.64
1995,Masculine,Blazers,,M|L|XL|XXL,5.93
1996,Masculine,Accessories,,,8.55
1997,Children,Baby (0-12 months),WHITE,P|M|G,5
1998,Children,"Girl and Boy (1-5 years, 6-14 years)",YELLOW,P|M|G|GG,13.65
1999,Children,Coats,YELLOW,P|M|G,41
2000,Children,Sweaters,,P|M|G,17.63
2001,Children,Pajamas-2,,P|M|G,12.77
2002,Children,Accessories,,,5.53
2003,Feminine,Coats and Blazers,SILVER,S|M|L|XL,42.07
2004,Feminine,Sweaters and Knitwear,WHITE,S|M|L|XL,13.62
2005,Feminine,Dresses and Jumpsuits,WHITE,S|M|L,9.94
2006,Feminine,Shirts and Blouses,,S|M|L|XL,7.52
2007,Feminine,T-shirts and Tops,,S|M|L|XL,11.49
2008,Feminine,Pants and Jeans,,36|38|40|42|44|46,8.54
2009,Feminine,Skirts and Shorts,,S|M|L|XL,14.94
2010,Feminine,Suits and Sets,,S|M|L|XL,49.12
2011,Feminine,Sportswear,,S|M|L|XL,17.09
2012,Feminine,Pajamas,,S|M|L|XL,4.54
2013,Feminine,Accessories,,,1.27
2014,Masculine,Coats and Blazers,YELLOW,M|L|XL|XXL,16.25
2015,Masculine,Sweaters and Sweatshirts,WHITE,M|L|XL|XXL,22.23
2016,Masculine,T-shirts and Polos,,M|L|XL|XXL,14.68
2017,Masculine,Shirts,,M|L|XL|XXL,14.19
2018,Masculine,Pants and Jeans,,38|40|42|44|46|48,22.73
2019,Masculine,Suits,,M|L|XL|XXL,30.8
2020,Masculine,Sportswear,,M|L|XL|XXL,28.48
2021,Masculine,Blazers,,M|L|XL|XXL,13.71
2022,Masculine,Accessories,,,7.79
2023,Children,Baby (0-12 months),NEUTRAL,P|M|G,10.8
2024,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,21.44
2025,Children,Coats,YELLOW,P|M|G,14.73
2026,Children,Sweaters,,P|M|G,3.5
2027,Children,Pajamas-2,,P|M|G,6.33
2028,Children,Accessories,GOLD,,5.06
2029,Feminine,Coats and Blazers,NEUTRAL,S|M|L|XL,11.07
2030,Feminine,Sweaters and Knitwear,NEUTRAL,S|M|L|XL,19.62
2031,Feminine,Dresses and Jumpsuits,MUSTARD,S|M|L|XL,20.38
2032,Feminine,Shirts and Blouses,,S|M|L|XL,2.54
2033,Feminine,T-shirts and Tops,,S|M|L|XL,3.27
2034,Feminine,Pants and Jeans,,36|38|40|42,20.88
2035,Feminine,Skirts and Shorts,,S|M|L|XL,4.19
2036,Feminine,Suits and Sets,,S|M|L|XL,40.61
2037,Feminine,Sportswear,,S|M|L|XL,6.8
2038,Feminine,Pajamas,,S|M|L|XL,7.72
2039,Feminine,Accessories,,,10.23
2040,Masculine,Coats and Blazers,PINK,M|L|XL|XXL,20.91
2041,Masculine,Sweaters and Sweatshirts,NEUTRAL,M|L|XL,18.95
2042,Masculine,T-shirts and Polos,,M|L|XL|XXL,12.38
2043,Masculine,Shirts,,M|L|XL,5.47
2044,Masculine,Pants and Jeans,,38|40|42|44|46|48,9.59
2045,Masculine,Suits,,M|L|XL|XXL,12.57
2046,Masculine,Sportswear,,M|L|XL|XXL,10.82
2047,Masculine,Blazers,,M|L|XL|XXL,20.12
2048,Masculine,Accessories,,,8.25
2049,Children,Baby (0-12 months),,P|M|G,3.53
2050,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,3.69
2051,Children,Coats,NEUTRAL,P|M|G,23.31
2052,Children,Sweaters,,P|M|G,9.13
2053,Children,Pajamas-2,,P|M|G,10.32
2054,Children,Accessories,,,6.7
2055,Feminine,Coats and Blazers,WHITE,S|M|L,57.73
2056,Feminine,Sweaters and Knitwear,BEIGE,S|M|L|XL,23.62
2057,Feminine,Dresses and Jumpsuits,NEUTRAL,S|M|L|XL,15.72
2058,Feminine,Shirts and Blouses,,S|M|L,33.16
2059,Feminine,T-shirts and Tops,,S|M|L|XL,4.72
2060,Feminine,Pants and Jeans,,36|38|40|42|44|46,10.37
2061,Feminine,Skirts and Shorts,,S|M|L|XL,8.29
2062,Feminine,Suits and Sets,,S|M|L|XL,26.37
2063,Feminine,Sportswear,,S|M|L|XL,8.81
2064,Feminine,Pajamas,,S|M|L|XL,12.83
2065,Feminine,Accessories,,,3.82
2066,Masculine,Coats and Blazers,MUSTARD,M|L|XL|XXL,13.18
2067,Masculine,Sweaters and Sweatshirts,SILVER,M|L|XL|XXL,20.37
2068,Masculine,T-shirts and Polos,GREEN,M|L|XL|XXL,23.47
2069,Masculine,Shirts,,M|L|XL|XXL,6
2070,Masculine,Pants and Jeans,,38|40|42|44|46|48,9.47
2071,Masculine,Suits,,M|L|XL|XXL,16.27
2072,Masculine,Sportswear,,M|L|XL|XXL,8.95
2073,Masculine,Blazers,,M|L|XL|XXL,17.28
2074,Masculine,Accessories,,,15.9
2075,Children,Baby (0-12 months),BLACK,P|M|G,7.41
2076,Children,"Girl and Boy (1-5 years, 6-14 years)",SILVER,P|M|G,4.05
2077,Children,Coats,WHITE,P|M|G,35.47
2078,Children,Sweaters,,P|M|G,8.55
2079,Children,Pajamas-2,,P|M|G,16.94
2080,Children,Accessories,,,1.55
2081,Feminine,Coats and Blazers,RED,S|M|L|XL,23.96
2082,Feminine,Sweaters and Knitwear,,S|M|L,20.82
2083,Feminine,Dresses and Jumpsuits,BLUE,S|M|L|XL,9.34
2084,Feminine,Shirts and Blouses,,S|M|L|XL,6.03
2085,Feminine,T-shirts and Tops,,S|M|L|XL,10.77
2086,Feminine,Pants and Jeans,,36|38|40|42|44|46,11.54
2087,Feminine,Skirts and Shorts,,S|M|L|XL,11.58
2088,Feminine,Suits and Sets,,S|M|L,34.8
2089,Feminine,Sportswear,,S|M|L|XL,19.32
2090,Feminine,Pajamas,,S|M|L|XL,12.5
2091,Feminine,Accessories,,,5.63
2092,Masculine,Coats and Blazers,BLUE,M|L|XL,12.43
2093,Masculine,Sweaters and Sweatshirts,,M|L|XL|XXL,12.04
2094,Masculine,T-shirts and Polos,TURQUOISE,M|L|XL,9.41
2095,Masculine,Shirts,,M|L|XL|XXL,16.59
2096,Masculine,Pants and Jeans,,38|40|42|44|46|48,16.17
2097,Masculine,Suits,,M|L|XL|XXL,9.86
2098,Masculine,Sportswear,,M|L|XL|XXL,20.84
2099,Masculine,Blazers,,M|L|XL|XXL,10.17
2100,Masculine,Accessories,,,12.49
2101,Children,Baby (0-12 months),BEIGE,P|M|G,8.63
2102,Children,"Girl and Boy (1-5 years, 6-14 years)",MUSTARD,P|M|G|GG,23.43
2103,Children,Coats,GREEN,P|M|G,9.75
2104,Children,Sweaters,,P|M|G,16.52
2105,Children,Pajamas-2,,P|M|G,8.49
2106,Children,Accessories,,,12.43
2107,Feminine,Coats and Blazers,WHITE,S|M|L|XL,10.06
2108,Feminine,Sweaters and Knitwear,MUSTARD,S|M|L|XL,19.15
2109,Feminine,Dresses and Jumpsuits,NEUTRAL,S|M|L|XL,28.09
2110,Feminine,Shirts and Blouses,,S|M|L|XL,11.66
2111,Feminine,T-shirts and Tops,,S|M|L|XL,7.82
2112,Feminine,Pants and Jeans,,36|38|40|42|44|46,14.03
2113,Feminine,Skirts and Shorts,,S|M|L|XL,6.28
2114,Feminine,Suits and Sets,,S|M|L|XL,11.17
2115,Feminine,Sportswear,,S|M|L|XL,4.18
2116,Feminine,Pajamas,,S|M|L|XL,9.25
2117,Feminine,Accessories,,,3.55
2118,Masculine,Coats and Blazers,NEUTRAL,M|L|XL|XXL,33.95
2119,Masculine,Sweaters and Sweatshirts,YELLOW,M|L|XL|XXL,21.98
2120,Masculine,T-shirts and Polos,TURQUOISE,M|L|XL|XXL,7.06
2121,Masculine,Shirts,,M|L|XL,13.84
2122,Masculine,Pants and Jeans,,38|40|42|44|46|48,37.34
2123,Masculine,Suits,,M|L|XL,22.29
2124,Masculine,Sportswear,,M|L|XL|XXL,19.32
2125,Masculine,Blazers,,M|L|XL|XXL,16.34
2126,Masculine,Accessories,,,4.86
2127,Children,Baby (0-12 months),WHITE,P|M|G,16.57
2128,Children,"Girl and Boy (1-5 years, 6-14 years)",GREEN,P|M|G|GG,5.9
2129,Children,Coats,LILAC,P|M|G,15.98
2130,Children,Sweaters,,P|M|G,17.63
2131,Children,Pajamas-2,,P|M|G,4.88
2132,Children,Accessories,,,10.24
2133,Feminine,Coats and Blazers,TURQUOISE,S|M|L|XL,7.13
2134,Feminine,Sweaters and Knitwear,,S|M|L|XL,20.99
2135,Feminine,Dresses and Jumpsuits,BLUE,S|M|L|XL,11.36
2136,Feminine,Shirts and Blouses,,S|M|L|XL,7.63
2137,Feminine,T-shirts and Tops,,S|M|L,4.62
2138,Feminine,Pants and Jeans,,36|38|40|42|44|46,27.64
2139,Feminine,Skirts and Shorts,,S|M|L|XL,3.71
2140,Feminine,Suits and Sets,,S|M|L|XL,21.83
2141,Feminine,Sportswear,,S|M|L|XL,22.45
2142,Feminine,Pajamas,,S|M|L|XL,16.82
2143,Feminine,Accessories,,,7.78
2144,Masculine,Coats and Blazers,,M|L|XL|XXL,30.03
2145,Masculine,Sweaters and Sweatshirts,GREEN,M|L|XL|XXL,30.75
2146,Masculine,T-shirts and Polos,YELLOW,M|L|XL|XXL,11.52
2147,Masculine,Shirts,,M|L|XL|XXL,2.9
2148,Masculine,Pants and Jeans,,38|40|42|44|46,11.58
2149,Masculine,Suits,,M|L|XL,40.29
2150,Masculine,Sportswear,,M|L|XL|XXL,5.68
2151,Masculine,Blazers,,M|L|XL|XXL,11.47
2152,Masculine,Accessories,SILVER,,14.29
2153,Children,Baby (0-12 months),BLACK,P|M|G,4.85
2154,Children,"Girl and Boy (1-5 years, 6-14 years)",WHITE,P|M|G|GG,17.83
2155,Children,Coats,BEIGE,P|M|G,26.01
2156,Children,Sweaters,,P|M|G,11.45
2157,Children,Pajamas-2,,P|M|G,14.22
2158,Children,Accessories,,,4.75
2159,Feminine,Coats and Blazers,YELLOW,S|M|L|XL,13.25
2160,Feminine,Sweaters and Knitwear,YELLOW,S|M|L|XL,19.77
2161,Feminine,Dresses and Jumpsuits,BEIGE,S|M|L|XL,14.27
2162,Feminine,Shirts and Blouses,,S|M|L|XL,3.54
2163,Feminine,T-shirts and Tops,,S|M|L,8.45
2164,Feminine,Pants and Jeans,,36|38|40|42|44|46,19.17
2165,Feminine,Skirts and Shorts,,S|M|L|XL,11.87
2166,Feminine,Suits and Sets,,S|M|L|XL,9.34
2167,Feminine,Sportswear,,S|M|L|XL,20.92
2168,Feminine,Pajamas,,S|M|L|XL,3.47
2169,Feminine,Accessories,GOLD,,3.55
2170,Masculine,Coats and Blazers,BLUE,M|L|XL|XXL,4.48
2171,Masculine,Sweaters and Sweatshirts,RED,M|L|XL|XXL,9.22
2172,Masculine,T-shirts and Polos,,M|L|XL|XXL,12.55
2173,Masculine,Shirts,,M|L|XL|XXL,10.54
2174,Masculine,Pants and Jeans,,38|40|42|44|46|48,21.16
2175,Masculine,Suits,,M|L|XL|XXL,73.85
2176,Masculine,Sportswear,,M|L|XL|XXL,11.9
2177,Masculine,Blazers,,M|L|XL|XXL,6.68
2178,Masculine,Accessories,,,2.03
2179,Children,Baby (0-12 months),,P|M|G,5.52
2180,Children,"Girl and Boy (1-5 years, 6-14 years)",LILAC,P|M|G|GG,19.93
2181,Children,Coats,NEUTRAL,P|M|G,9.72
2182,Children,Sweaters,,P|M|G,8.7
2183,Children,Pajamas-2,,P|M|G,10.53
2184,Children,Accessories,,,2.64
2185,Feminine,Coats and Blazers,GREEN,S|M|L|XL,48.72
2186,Feminine,Sweaters and Knitwear,PINK,S|M|L|XL,30.75
2187,Feminine,Dresses and Jumpsuits,,S|M|L|XL,28.81
2188,Feminine,Shirts and Blouses,,S|M|L|XL,12.04
2189,Feminine,T-shirts and Tops,,S|M|L|XL,9.83
2190,Feminine,Pants and Jeans,,36|38|40|42|44|46,36.48
2191,Feminine,Skirts and Shorts,,S|M|L,3.78
2192,Feminine,Suits and Sets,,S|M|L|XL,64.48
2193,Feminine,Sportswear,,S|M|L|XL,15.92
2194,Feminine,Pajamas,,S|M|L|XL,15.94
2195,Feminine,Accessories,,,8.26
2196,Masculine,Coats and Blazers,BEIGE,M|L|XL,8.3
2197,Masculine,Sweaters and Sweatshirts,TURQUOISE,M|L|XL,13.51
2198,Masculine,T-shirts and Polos,BLACK,M|L|XL,18.85
2199,Masculine,Shirts,,M|L|XL|XXL,16.05
2200,Masculine,Pants and Jeans,,38|40|42|44|46|48,45.25
2201,Masculine,Suits,,M|L|XL|XXL,27.22
2202,Masculine,Sportswear,,M|L|XL|XXL,6.73
2203,Masculine,Blazers,,M|L|XL|XXL,6.33
2204,Masculine,Accessories,,,12.92
2205,Children,Baby (0-12 months),GREEN,P|M|G,7.66
2206,Children,"Girl and Boy (1-5 years, 6-14 years)",WHITE,P|M|G|GG,11.13
2207,Children,Coats,PINK,P|M|G,18.73
2208,Children,Sweaters,,P|M|G,8.93
2209,Children,Pajamas-2,,P|M|G,5.74
2210,Children,Accessories,,,4.4
2211,Feminine,Coats and Blazers,,S|M|L|XL,12.99
2212,Feminine,Sweaters and Knitwear,BEIGE,S|M|L|XL,20.41
2213,Feminine,Dresses and Jumpsuits,PINK,S|M|L|XL,8.87
2214,Feminine,Shirts and Blouses,,S|M|L|XL,5.65
2215,Feminine,T-shirts and Tops,,S|M|L|XL,9.28
2216,Feminine,Pants and Jeans,,36|38|40|42|44,34.52
2217,Feminine,Skirts and Shorts,,S|M|L|XL,7.47
2218,Feminine,Suits and Sets,,S|M|L|XL,31.21
2219,Feminine,Sportswear,,S|M|L|XL,23.94
2220,Feminine,Pajamas,,S|M|L,9.55
2221,Feminine,Accessories,,,10.23
2222,Masculine,Coats and Blazers,RED,M|L|XL|XXL,21.33
2223,Masculine,Sweaters and Sweatshirts,NEUTRAL,M|L|XL|XXL,26.74
2224,Masculine,T-shirts and Polos,GOLD,M|L|XL|XXL,20.17
2225,Masculine,Shirts,,M|L|XL|XXL,8.12
2226,Masculine,Pants and Jeans,,38|40|42|44|46|48,26.27
2227,Masculine,Suits,,M|L|XL|XXL,48.05
2228,Masculine,Sportswear,,M|L|XL|XXL,13.01
2229,Masculine,Blazers,,M|L|XL,5.16
2230,Masculine,Accessories,,,5.5
2231,Children,Baby (0-12 months),PINK,P|M|G,7.45
2232,Children,"Girl and Boy (1-5 years, 6-14 years)",YELLOW,P|M|G|GG,18.26
2233,Children,Coats,,P|M|G,19.83
2234,Children,Sweaters,,P|M|G,17.93
2235,Children,Pajamas-2,,P|M|G,12.83
2236,Children,Accessories,,,10.85
2237,Feminine,Coats and Blazers,YELLOW,S|M|L|XL,38.97
2238,Feminine,Sweaters and Knitwear,LILAC,S|M|L|XL,18
2239,Feminine,Dresses and Jumpsuits,WHITE,S|M|L|XL,11.89
2240,Feminine,Shirts and Blouses,,S|M|L|XL,14.09
2241,Feminine,T-shirts and Tops,,S|M|L,11.51
2242,Feminine,Pants and Jeans,,36|38|40|42|44|46,26.4
2243,Feminine,Skirts and Shorts,,S|M|L|XL,14.77
2244,Feminine,Suits and Sets,,S|M|L|XL,30.73
2245,Feminine,Sportswear,,S|M|L|XL,11.81
2246,Feminine,Pajamas,,S|M|L|XL,10.1
2247,Feminine,Accessories,,,5.57
2248,Masculine,Coats and Blazers,,M|L|XL|XXL,19.9
2249,Masculine,Sweaters and Sweatshirts,GREEN,M|L|XL,21.15
2250,Masculine,T-shirts and Polos,BEIGE,M|L|XL,14.76
2251,Masculine,Shirts,,M|L|XL|XXL,12.08
2252,Masculine,Pants and Jeans,,38|40|42|44|46|48,29.17
2253,Masculine,Suits,,M|L|XL|XXL,24.25
2254,Masculine,Sportswear,,M|L|XL|XXL,22.14
2255,Masculine,Blazers,,M|L|XL|XXL,14.57
2256,Masculine,Accessories,,,3.47
2257,Children,Baby (0-12 months),,P|M|G,8.73
2258,Children,"Girl and Boy (1-5 years, 6-14 years)",RED,P|M|G|GG,6.44
2259,Children,Coats,LILAC,P|M|G,21.01
2260,Children,Sweaters,,P|M|G,6.33
2261,Children,Pajamas-2,,P|M|G,11.81
2262,Children,Accessories,,,1.34
2263,Feminine,Coats and Blazers,BLUE,S|M|L|XL,27.1
2264,Feminine,Sweaters and Knitwear,RED,S|M|L|XL,12.34
2265,Feminine,Dresses and Jumpsuits,LILAC,S|M|L,24.78
2266,Feminine,Shirts and Blouses,,S|M|L|XL,14.8
2267,Feminine,T-shirts and Tops,,S|M|L,2.2
2268,Feminine,Pants and Jeans,,36|38|40|42|44,36.64
2269,Feminine,Skirts and Shorts,,S|M|L|XL,6.29
2270,Feminine,Suits and Sets,,S|M|L|XL,60.48
2271,Feminine,Sportswear,,S|M|L|XL,18.36
2272,Feminine,Pajamas,,S|M|L|XL,10.83
2273,Feminine,Accessories,,,9.65
2274,Masculine,Coats and Blazers,,M|L|XL|XXL,10.77
2275,Masculine,Sweaters and Sweatshirts,BLACK,M|L|XL|XXL,4.94
2276,Masculine,T-shirts and Polos,NEUTRAL,M|L|XL|XXL,17.3
2277,Masculine,Shirts,,M|L|XL|XXL,12.79
2278,Masculine,Pants and Jeans,,38|40|42|44|46|48,16.93
2279,Masculine,Suits,,M|L|XL|XXL,42.38
2280,Masculine,Sportswear,,M|L|XL|XXL,4.78
2281,Masculine,Blazers,,M|L|XL|XXL,8.16
2282,Masculine,Accessories,GOLD,,9.5
2283,Children,Baby (0-12 months),,P|M|G,6.78
2284,Children,"Girl and Boy (1-5 years, 6-14 years)",,P|M|G|GG,8.49
2285,Children,Coats,SILVER,P|M|G,25.85
2286,Children,Sweaters,,P|M|G,26.81
2287,Children,Pajamas-2,,P|M|G,5.79
2288,Children,Accessories,,,7.4
2289,Feminine,Coats and Blazers,,S|M|L|XL,14.5
2290,Feminine,Sweaters and Knitwear,TURQUOISE,S|M|L|XL,22.89
2291,Feminine,Dresses and Jumpsuits,BLUE,S|M|L|XL,7.4
2292,Feminine,Shirts and Blouses,,S|M|L|XL,3.85
2293,Feminine,T-shirts and Tops,,S|M|L|XL,2.89
2294,Feminine,Pants and Jeans,,36|38|40|42|44|46,9.84
2295,Feminine,Skirts and Shorts,,S|M|L|XL,15.73
2296,Feminine,Suits and Sets,,S|M|L|XL,9.61
2297,Feminine,Sportswear,,S|M|L|XL,11.24
2298,Feminine,Pajamas,,S|M|L|XL,18.36
2299,Feminine,Accessories,,,3.93
2300,Masculine,Coats and Blazers,TURQUOISE,M|L|XL|XXL,32.67
2301,Masculine,Sweaters and Sweatshirts,WHITE,M|L|XL|XXL,27.73
2302,Masculine,T-shirts and Polos,MUSTARD,M|L|XL|XXL,9.98
2303,Masculine,Shirts,,M|L|XL|XXL,2.92
2304,Masculine,Pants and Jeans,BLUE,38|40|42|44|46|48,14.1
2305,Masculine,Suits,,M|L|XL|XXL,48.04
2306,Masculine,Sportswear,,M|L|XL|XXL,14.03
2307,Masculine,Blazers,,M|L|XL|XXL,8.72
2308,Masculine,Accessories,,,8.45
2309,Children,Baby (0-12 months),BLACK,P|M|G,2.73
2310,Children,"Girl and Boy (1-5 years, 6-14 years)",BURGUNDY,P|M|G|GG,5.91
2311,Children,Coats,BEIGE,P|M|G,7.14
2312,Children,Sweaters,,P|M|G,14.43
2313,Children,Pajamas-2,,P|M|G,8.02
2314,Children,Accessories,,,3.7
2315,Feminine,Coats and Blazers,BLACK,S|M|L|XL,21.28
2316,Feminine,Sweaters and Knitwear,TURQUOISE,S|M|L|XL,22.32
2317,Feminine,Dresses and Jumpsuits,BEIGE,S|M|L|XL,36.01
